,id,stable_height,true_label
2896,383350,5,4
2897,383469,1,1
2898,383626,2,2
2899,383767,2,2
2900,383852,1,1
2901,383861,1,1
2902,383885,5,5
2903,383984,3,3
2904,384101,1,1
2905,384179,2,2
2906,384343,3,3
2907,384473,3,3
2908,384519,1,1
2909,384742,1,1
2910,384786,3,3
2911,384817,1,1
2912,385117,6,6
2913,385136,2,2
2914,385354,2,2
2915,385379,1,1
2916,385562,4,4
2917,385650,2,2
2918,385855,3,3
2919,385914,1,1
2920,386155,1,1
2921,386218,2,2
2922,386251,6,6
2923,386357,1,1
2924,386500,1,1
2925,386595,2,2
2926,386773,2,2
2927,386799,1,1
2928,386818,1,1
2929,386854,6,6
2930,386988,3,3
2931,387133,5,5
2932,387203,6,6
2933,387266,3,3
2934,387681,1,1
2935,387925,3,3
2936,387934,1,1
2937,388165,5,5
2938,388247,1,1
2939,388382,1,1
2940,388433,6,6
2941,388486,2,2
2942,388503,2,2
2943,388520,4,4
2944,388592,6,6
2945,388664,1,1
2946,388838,2,2
2947,388864,2,2
2948,388966,2,2
2949,389125,1,1
2950,389362,6,6
2951,389477,5,5
2952,389576,1,1
2953,389701,5,5
2954,389766,3,3
2955,389869,1,1
2956,389908,3,3
2957,389947,4,4
2958,390133,4,4
2959,390400,2,2
2960,390673,2,2
2961,390719,2,2
2962,390793,1,1
2963,390816,5,5
2964,390989,5,5
2965,391028,3,3
2966,391095,2,2
2967,391151,6,6
2968,391299,3,3
2969,391412,1,1
2970,391442,1,1
2971,391453,4,4
2972,391724,4,4
2973,391730,3,3
2974,392118,4,4
2975,392452,4,4
2976,392629,3,3
2977,392751,1,1
2978,392822,6,6
2979,392890,1,1
2980,392900,2,2
2981,392964,1,1
2982,392971,2,2
2983,393137,3,3
2984,393221,4,4
2985,393350,2,2
2986,393414,5,5
2987,393628,3,3
2988,393717,1,1
2989,393774,1,1
2990,393936,5,5
2991,394153,3,3
2992,394212,2,2
2993,394530,1,1
2994,394628,1,1
2995,394663,1,1
2996,394681,2,2
2997,394709,5,5
2998,394737,4,3
2999,394858,5,5
3000,394964,1,1
3001,395002,2,2
3002,395065,1,1
3003,395078,3,3
3004,395181,2,2
3005,395198,4,4
3006,395243,6,6
3007,395247,1,1
3008,395292,6,6
3009,395330,1,1
3010,395400,2,2
3011,395682,3,3
3012,395711,3,3
3013,395959,1,1
3014,396405,3,3
3015,396419,1,1
3016,396427,3,3
3017,396443,1,1
3018,396486,5,5
3019,396850,6,6
3020,396941,2,2
3021,397154,4,4
3022,397524,1,1
3023,397805,2,2
3024,397876,3,3
3025,397936,4,4
3026,398271,3,3
3027,398329,4,4
3028,398437,1,1
3029,398721,3,3
3030,398725,1,1
3031,398850,2,2
3032,398925,6,6
3033,399027,5,5
3034,399142,1,1
3035,399381,4,4
3036,399857,4,4
3037,399986,4,4
3038,400020,3,3
3039,400277,5,5
3040,400605,2,2
3041,400917,3,3
3042,401173,5,5
3043,401203,1,1
3044,401289,2,2
3045,401376,5,5
3046,401522,3,3
3047,401555,2,2
3048,401668,1,1
3049,401690,1,1
3050,402057,1,1
3051,402518,3,3
3052,402643,2,2
3053,402804,1,1
3054,403142,3,2
3055,403224,6,6
3056,403286,1,1
3057,403474,2,2
3058,403590,2,2
3059,403706,5,5
3060,403818,2,2
3061,404177,2,2
3062,404189,3,3
3063,404201,1,1
3064,404360,3,3
3065,404638,2,2
3066,404677,2,2
3067,404727,3,3
3068,404894,3,3
3069,405107,1,1
3070,405243,3,3
3071,405394,2,2
3072,405412,3,3
3073,405430,3,3
3074,405453,2,2
3075,405568,2,2
3076,405917,3,3
3077,406332,4,4
3078,406375,1,1
3079,406623,3,3
3080,406783,1,1
3081,406787,2,2
3082,406872,3,3
3083,406977,2,2
3084,406987,3,3
3085,407117,3,3
3086,407156,3,3
3087,407240,4,4
3088,407253,2,2
3089,407268,5,5
3090,407329,1,1
3091,407620,1,1
3092,407808,4,4
3093,408066,2,2
3094,408140,2,2
3095,408627,1,1
3096,408730,1,1
3097,408756,4,4
3098,408942,1,1
3099,409041,2,2
3100,409084,2,2
3101,409385,4,4
3102,409440,6,6
3103,409660,6,6
3104,409709,2,2
3105,409722,2,2
3106,409787,2,2
3107,409980,1,1
3108,410024,5,5
3109,410119,2,2
3110,410123,2,2
3111,410140,1,1
3112,410199,1,1
3113,410220,4,4
3114,410355,4,4
3115,410419,4,4
3116,410432,1,1
3117,410434,4,4
3118,410490,1,1
3119,410787,3,3
3120,410931,6,6
3121,411169,3,3
3122,411321,2,2
3123,411448,1,1
3124,411461,5,5
3125,411505,2,2
3126,411507,1,1
3127,411567,1,1
3128,411605,5,5
3129,411632,1,1
3130,412382,1,1
3131,412590,2,2
3132,412598,1,1
3133,412640,2,2
3134,412810,3,3
3135,413712,3,3
3136,413841,3,3
3137,413874,3,3
3138,413876,1,1
3139,413957,6,6
3140,414038,3,3
3141,414484,3,3
3142,414535,4,3
3143,414568,2,2
3144,414806,3,3
3145,415237,5,5
3146,415256,6,6
3147,415327,1,1
3148,415479,6,6
3149,415534,1,1
3150,415823,1,1
3151,415826,1,1
3152,415917,5,4
3153,415922,2,2
3154,416164,4,4
3155,416334,2,2
3156,416340,1,1
3157,416917,3,3
3158,417291,2,2
3159,417548,3,3
3160,417568,4,4
3161,417660,2,2
3162,418124,6,6
3163,418365,3,3
3164,418661,4,4
3165,418698,2,2
3166,418771,1,1
3167,418909,1,1
3168,418977,3,3
3169,419037,4,4
3170,419313,4,4
3171,419427,1,1
3172,419528,3,3
3173,419745,2,2
3174,419808,4,4
3175,420081,3,3
3176,420159,4,4
3177,420180,5,5
3178,420243,4,4
3179,420284,1,1
3180,420400,5,5
3181,420570,2,2
3182,420648,1,1
3183,420663,1,1
3184,421251,1,1
3185,421374,1,1
3186,421426,3,3
3187,421531,2,2
3188,421710,3,3
3189,421745,4,4
3190,421979,3,3
3191,422014,4,4
3192,422172,3,3
3193,422249,5,5
3194,422438,2,2
3195,422723,2,2
3196,422773,5,5
3197,422824,4,4
3198,422853,4,4
3199,422869,3,3
3200,422880,3,3
3201,422973,2,2
3202,423293,1,1
3203,423461,1,1
3204,423478,3,3
3205,423560,2,2
3206,423567,2,2
3207,423667,3,3
3208,423725,1,1
3209,423881,1,1
3210,424016,2,2
3211,424103,2,2
3212,424198,3,3
3213,424791,2,2
3214,424857,1,1
3215,425000,3,3
3216,425238,3,3
3217,425460,1,1
3218,425626,4,4
3219,425740,2,2
3220,425905,4,4
3221,426156,4,4
3222,426176,2,2
3223,426246,3,3
3224,426284,5,5
3225,426290,4,4
3226,426309,4,4
3227,426461,2,2
3228,426743,2,2
3229,426800,3,4
3230,426874,5,5
3231,426882,3,3
3232,426892,2,2
3233,426962,2,2
3234,426965,2,2
3235,426990,4,4
3236,427012,5,5
3237,427110,3,3
3238,427133,1,1
3239,427576,1,1
3240,427695,2,2
3241,428070,3,3
3242,428465,1,1
3243,428584,4,4
3244,428996,4,4
3245,429115,1,1
3246,429173,2,2
3247,429717,4,4
3248,429836,2,2
3249,430062,6,6
3250,430256,3,3
3251,430324,1,1
3252,430392,1,1
3253,430481,2,2
3254,430699,3,3
3255,430783,4,4
3256,430869,6,1
3257,430968,6,6
3258,431132,1,1
3259,431220,5,5
3260,431336,2,2
3261,431375,4,4
3262,431453,4,4
3263,431483,5,5
3264,431606,4,4
3265,431816,1,1
3266,431962,3,3
3267,432166,2,2
3268,432222,5,5
3269,432413,2,2
3270,432530,1,1
3271,432630,3,3
3272,432642,2,2
3273,432651,1,1
3274,432665,2,2
3275,433162,2,2
3276,433194,1,1
3277,433276,1,1
3278,433312,3,3
3279,433368,4,4
3280,433774,2,2
3281,433859,1,1
3282,433960,3,3
3283,434141,2,2
3284,434239,5,4
3285,434310,4,4
3286,434467,3,3
3287,434483,3,3
3288,434508,5,5
3289,434539,1,1
3290,434577,5,5
3291,434632,2,2
3292,434797,6,6
3293,434845,5,4
3294,434970,5,5
3295,435254,4,4
3296,435257,1,1
3297,435682,2,2
3298,435726,3,3
3299,435886,2,2
3300,436170,3,3
3301,436504,4,4
3302,436551,5,5
3303,436674,2,2
3304,436721,1,1
3305,436744,4,4
3306,436766,2,2
3307,436845,2,2
3308,436878,2,2
3309,436934,1,1
3310,437294,3,3
3311,437299,2,2
3312,437310,5,5
3313,437444,3,3
3314,437498,4,4
3315,437635,1,1
3316,437891,1,1
3317,437893,1,1
3318,437979,2,2
3319,438055,5,5
3320,438103,1,1
3321,438146,4,4
3322,439197,1,1
3323,439213,5,4
3324,439322,3,3
3325,439399,3,3
3326,439523,2,2
3327,439596,6,6
3328,439606,5,5
3329,439805,1,1
3330,439825,1,1
3331,439983,4,4
3332,440195,2,2
3333,440248,5,5
3334,440434,2,2
3335,440502,1,1
3336,440518,1,1
3337,440565,5,5
3338,440686,4,4
3339,440980,2,2
3340,441110,3,3
3341,441119,1,1
3342,441268,1,1
3343,441334,3,3
3344,441533,4,4
3345,441681,2,2
3346,441858,5,5
3347,441898,2,2
3348,442114,2,2
3349,442168,3,3
3350,442274,2,2
3351,442402,1,1
3352,442406,2,2
3353,442490,2,2
3354,442579,4,4
3355,442625,2,2
3356,442631,1,1
3357,442812,1,1
3358,442883,4,4
3359,443057,1,1
3360,443160,2,2
3361,443191,4,4
3362,443330,3,3
3363,443333,1,1
3364,443416,1,1
3365,443475,2,2
3366,443655,1,1
3367,443699,2,2
3368,443924,5,5
3369,443948,5,5
3370,444206,4,4
3371,444214,2,2
3372,444243,3,3
3373,444283,2,2
3374,444336,3,3
3375,444451,2,2
3376,444672,1,1
3377,444706,1,1
3378,444709,4,4
3379,444785,4,4
3380,444793,3,3
3381,444826,1,1
3382,444911,4,4
3383,445087,4,4
3384,445139,3,3
3385,445303,1,1
3386,445391,4,4
3387,445432,1,1
3388,445443,3,3
3389,445445,6,6
3390,445702,3,3
3391,445772,3,3
3392,445817,2,2
3393,445924,2,2
3394,445927,2,2
3395,445963,3,3
3396,446105,2,2
3397,446642,4,4
3398,446714,4,4
3399,446967,2,2
3400,447045,5,5
3401,447112,3,3
3402,447130,2,2
3403,447196,1,1
3404,447233,5,5
3405,447290,4,4
3406,447380,3,3
3407,447431,2,2
3408,447601,1,1
3409,447688,5,5
3410,447698,1,1
3411,448011,2,2
3412,448021,3,3
3413,448189,4,4
3414,448304,5,5
3415,448312,3,3
3416,448364,4,4
3417,448562,4,4
3418,448740,2,2
3419,448910,5,5
3420,448918,1,1
3421,449027,1,1
3422,449156,6,6
3423,449218,3,3
3424,449279,1,1
3425,449286,4,4
3426,449436,6,6
3427,449495,4,4
3428,449748,1,1
3429,449749,4,4
3430,449754,3,3
3431,449780,4,4
3432,450010,4,4
3433,450113,4,4
3434,450322,2,2
3435,450528,1,1
3436,450669,1,1
3437,450738,5,5
3438,450787,3,3
3439,450812,2,2
3440,450976,3,3
3441,451353,1,1
3442,451445,2,2
3443,451464,1,1
3444,451505,3,3
3445,451610,5,5
3446,451894,2,2
3447,451922,1,1
3448,451961,3,3
3449,452058,2,2
3450,452062,3,3
3451,452243,6,6
3452,452266,4,4
3453,452272,3,3
3454,452707,1,1
3455,452802,3,3
3456,452858,3,3
3457,452928,1,1
3458,453273,4,4
3459,453304,5,5
3460,453399,3,3
3461,453736,1,1
3462,453738,2,2
3463,453931,3,3
3464,454009,5,5
3465,454032,3,3
3466,454290,1,1
3467,454324,4,4
3468,454337,5,5
3469,454557,2,2
3470,454592,2,2
3471,454772,3,3
3472,454843,6,6
3473,455129,1,1
3474,455143,1,1
3475,455245,2,2
3476,455359,5,5
3477,455811,2,2
3478,455820,2,2
3479,455927,4,4
3480,456391,1,1
3481,456415,3,3
3482,456592,1,1
3483,456874,2,2
3484,457116,4,4
3485,457176,5,5
3486,457297,2,2
3487,457436,4,4
3488,457730,1,1
3489,457898,1,1
3490,458133,1,1
3491,458187,2,2
3492,458209,3,3
3493,458245,2,2
3494,458304,1,1
3495,458399,3,3
3496,458671,1,1
3497,458758,3,3
3498,458802,4,4
3499,458829,3,3
3500,458918,1,1
3501,459304,1,1
3502,459543,3,3
3503,459667,2,2
3504,459884,1,1
3505,460025,5,4
3506,460085,1,1
3507,460120,2,2
3508,460519,3,3
3509,460792,5,5
3510,460918,4,4
3511,460985,3,3
3512,461068,4,4
3513,461176,3,3
3514,461338,2,2
3515,461390,1,1
3516,461399,6,6
3517,461414,2,2
3518,461421,1,1
3519,461991,2,2
3520,462175,3,3
3521,462385,2,2
3522,462474,1,1
3523,462490,3,3
3524,462519,2,2
3525,462783,3,3
3526,462844,5,5
3527,463168,6,6
3528,463204,1,1
3529,463508,2,2
3530,463604,6,5
3531,463660,4,4
3532,463690,4,4
3533,463743,5,5
3534,463822,2,2
3535,464381,4,4
3536,464430,4,4
3537,464833,1,1
3538,464856,3,3
3539,465056,3,3
3540,465058,1,1
3541,465080,4,4
3542,465181,2,2
3543,465220,2,2
3544,465224,2,2
3545,465426,4,4
3546,465432,1,1
3547,465547,2,2
3548,465872,6,6
3549,465883,4,4
3550,466161,1,1
3551,466519,1,1
3552,466913,2,2
3553,466946,5,5
3554,467051,2,2
3555,467224,2,2
3556,467456,4,4
3557,467583,1,1
3558,467643,4,4
3559,467797,5,5
3560,467819,1,1
3561,468302,5,5
3562,468362,2,2
3563,468555,5,5
3564,468640,2,2
3565,468720,3,3
3566,468813,3,3
3567,468833,1,1
3568,469045,4,4
3569,469086,2,2
3570,469168,5,5
3571,469291,5,5
3572,469402,3,3
3573,469483,3,3
3574,469584,6,6
3575,469661,1,1
3576,469664,2,2
3577,469704,2,2
3578,469773,6,6
3579,469825,1,1
3580,469844,3,3
3581,469889,5,5
3582,469900,3,3
3583,470071,1,1
3584,470103,2,2
3585,470128,5,5
3586,470600,3,3
3587,470681,4,4
3588,470797,1,1
3589,470809,2,2
3590,471103,2,2
3591,471153,1,1
3592,471444,3,3
3593,471506,3,3
3594,471642,2,2
3595,471660,1,1
3596,471662,4,2
3597,471704,2,2
3598,471815,3,3
3599,471861,4,4
3600,472279,1,1
3601,472525,4,4
3602,472570,2,2
3603,472795,2,2
3604,472852,1,1
3605,473059,2,2
3606,473147,2,2
3607,473166,5,5
3608,473215,1,1
3609,473281,3,3
3610,473390,2,2
3611,473406,1,1
3612,473572,4,4
3613,473578,3,3
3614,473608,2,2
3615,473802,3,3
3616,473966,6,6
3617,473980,1,1
3618,474025,3,3
3619,474095,2,2
3620,474096,5,5
3621,474204,2,2
3622,474302,1,1
3623,474325,1,1
3624,474393,5,5
3625,474665,2,2
3626,474671,5,5
3627,474897,1,1
3628,474922,4,4
3629,475395,2,2
3630,475469,5,5
3631,475541,2,2
3632,475632,2,2
3633,475947,2,2
3634,476290,2,2
3635,476391,3,3
3636,476454,1,1
3637,476518,2,2
3638,477032,1,1
3639,477257,1,1
3640,477312,1,1
3641,477596,4,4
3642,477623,3,3
3643,477784,2,2
3644,477878,3,3
3645,477988,2,2
3646,478061,3,3
3647,478294,3,3
3648,478371,5,5
3649,478377,4,4
3650,478398,3,3
3651,478589,2,2
3652,478611,3,3
3653,478746,4,4
3654,478770,1,1
3655,478870,5,5
3656,479189,2,2
3657,479192,3,3
3658,479376,5,5
3659,479382,2,2
3660,479438,4,4
3661,479460,6,6
3662,479641,5,5
3663,479703,3,3
3664,479757,2,2
3665,479880,1,1
3666,479922,5,5
3667,479933,5,5
3668,479936,1,1
3669,480055,3,3
3670,480134,1,1
3671,480281,2,2
3672,480708,2,2
3673,480889,2,2
3674,480943,3,3
3675,480999,4,4
3676,481362,6,6
3677,481379,2,2
3678,481479,1,1
3679,482023,1,1
3680,482204,6,6
3681,482251,4,4
3682,482328,4,4
3683,482464,5,5
3684,482513,1,1
3685,482686,3,3
3686,482719,5,5
3687,482747,2,2
3688,482780,3,3
3689,482919,3,3
3690,482944,2,2
3691,483022,2,2
3692,483118,3,3
3693,483345,5,5
3694,483406,3,3
3695,483499,3,3
3696,483632,4,4
3697,483649,3,3
3698,483795,3,3
3699,483797,3,3
3700,484064,3,3
3701,484179,3,3
3702,484189,2,2
3703,484282,1,1
3704,484316,4,4
3705,484363,2,2
3706,484369,4,4
3707,484492,4,4
3708,484997,2,2
3709,485033,1,1
3710,485362,2,2
3711,485448,3,3
3712,485578,2,2
3713,485764,5,5
3714,485825,3,3
3715,485843,4,4
3716,486100,1,1
3717,486377,4,4
3718,486391,3,3
3719,486493,1,1
3720,486582,3,3
3721,486602,1,1
3722,486822,1,1
3723,486855,1,1
3724,487161,5,5
3725,487371,3,3
3726,487569,1,1
3727,487613,1,1
3728,487948,2,2
3729,488075,2,2
3730,488252,5,5
3731,488288,4,4
3732,488445,5,5
3733,488507,2,2
3734,488684,4,4
3735,488852,3,4
3736,488886,4,4
3737,488964,3,3
3738,488980,3,3
3739,489445,4,4
3740,489537,5,5
3741,489540,4,4
3742,489553,3,3
3743,489702,3,3
3744,490044,4,4
3745,490154,1,1
3746,490418,6,6
3747,490422,1,1
3748,490530,3,3
3749,490538,5,5
3750,490686,2,2
3751,490763,1,1
3752,490772,1,1
3753,490889,3,3
3754,490950,1,1
3755,490956,3,3
3756,491054,1,1
3757,491203,2,2
3758,491545,5,5
3759,491563,2,2
3760,491592,4,4
3761,491688,2,2
3762,492319,1,1
3763,492325,2,2
3764,492332,3,3
3765,492397,3,3
3766,492469,2,2
3767,492479,4,4
3768,492635,4,4
3769,492749,4,4
3770,492781,5,4
3771,492917,1,1
3772,492943,3,3
3773,492959,3,3
3774,492975,2,2
3775,493282,2,2
3776,493338,1,1
3777,493423,5,5
3778,493490,2,2
3779,493578,4,4
3780,493871,6,6
3781,494155,3,3
3782,494197,2,2
3783,494238,4,4
3784,494558,3,4
3785,494610,5,5
3786,494783,2,2
3787,494806,4,4
3788,494882,2,2
3789,495074,5,5
3790,495157,1,1
3791,495171,2,2
3792,495278,4,4
3793,495312,2,2
3794,495555,3,3
3795,495872,5,5
3796,495873,4,4
3797,495971,2,2
3798,496393,1,1
3799,496425,1,1
3800,496638,1,1
3801,497111,2,2
3802,497136,4,4
3803,497147,1,1
3804,497226,4,4
3805,497373,2,2
3806,497569,3,3
3807,497652,5,5
3808,497692,3,3
3809,497735,3,3
3810,497772,3,3
3811,498160,1,1
3812,498315,3,3
3813,498359,1,1
3814,498373,5,5
3815,498438,4,4
3816,498472,5,5
3817,498483,3,3
3818,498658,1,1
3819,498737,3,3
3820,499162,1,1
3821,499453,2,2
3822,499630,1,1
3823,499758,3,3
3824,499778,3,3
3825,499872,2,2
3826,499994,1,1
3827,500138,5,5
3828,500173,3,3
3829,500295,2,2
3830,500481,4,4
3831,500656,2,2
3832,500741,1,1
3833,500885,1,1
3834,500942,3,3
3835,501083,2,2
3836,501404,4,4
3837,501526,4,4
3838,501538,2,2
3839,501565,2,2
3840,501663,1,1
3841,501754,2,2
3842,501808,4,4
3843,501870,4,4
3844,501895,3,3
3845,502501,4,4
3846,502622,3,3
3847,502874,5,5
3848,503388,2,2
3849,503425,4,4
3850,503542,4,4
3851,503884,3,3
3852,504089,4,4
3853,504121,6,6
3854,504527,2,2
3855,504666,1,1
3856,504799,6,6
3857,504969,2,2
3858,505040,2,2
3859,505263,1,1
3860,505656,1,1
3861,505856,4,4
3862,505892,3,3
3863,506068,6,5
3864,506078,6,1
3865,506262,3,3
3866,506496,6,6
3867,506730,2,2
3868,506734,2,2
3869,506752,4,4
3870,506785,1,1
3871,506824,3,3
3872,506908,2,2
3873,507006,4,4
3874,507642,1,1
3875,507737,1,1
3876,507748,3,3
3877,507828,2,2
3878,507921,1,1
3879,508015,1,1
3880,508416,4,4
3881,508474,3,3
3882,508576,1,1
3883,508607,2,2
3884,508707,3,3
3885,508747,6,6
3886,508775,3,3
3887,508846,1,1
3888,508935,3,3
3889,509005,1,1
3890,509057,3,3
3891,509193,3,3
3892,509300,1,1
3893,509487,5,5
3894,509585,5,5
3895,509696,4,4
3896,509717,4,4
3897,509835,4,4
3898,509874,2,2
3899,509895,2,2
3900,509902,1,1
3901,510068,3,3
3902,510071,1,1
3903,510156,1,1
3904,510235,5,5
3905,510285,6,6
3906,510293,1,1
3907,510522,2,2
3908,510809,2,2
3909,510909,1,1
3910,511063,4,4
3911,511117,1,1
3912,511481,2,2
3913,511598,2,2
3914,511709,5,5
3915,511806,4,4
3916,511832,1,1
3917,511989,1,1
3918,512041,5,5
3919,512048,2,2
3920,512516,4,4
3921,512520,6,6
3922,512565,2,2
3923,512585,2,2
3924,512591,4,4
3925,512786,5,5
3926,512824,1,1
3927,512927,1,1
3928,513144,1,1
3929,513270,5,5
3930,513651,1,1
3931,513775,1,1
3932,513874,4,4
3933,513943,3,3
3934,514119,2,2
3935,514241,1,1
3936,514288,2,2
3937,514441,1,1
3938,514442,1,1
3939,514515,1,1
3940,514742,2,2
3941,514819,2,2
3942,514971,1,1
3943,515030,3,3
3944,515077,3,3
3945,515176,2,2
3946,515244,2,2
3947,515710,1,1
3948,515755,3,3
3949,515784,2,2
3950,515896,5,5
3951,516293,5,5
3952,516498,4,4
3953,516530,6,1
3954,516661,1,1
3955,516709,3,3
3956,516741,1,1
3957,516783,1,1
3958,516853,2,2
3959,517341,1,1
3960,517435,4,4
3961,517619,3,3
3962,517762,3,3
3963,518096,3,3
3964,518138,2,2
3965,518164,1,1
3966,518600,1,1
3967,518926,2,2
3968,519005,1,1
3969,519245,5,5
3970,519532,1,1
3971,519703,3,3
3972,520003,1,1
3973,520131,1,1
3974,520276,2,2
3975,520384,4,4
3976,520536,2,2
3977,520821,3,3
3978,520904,3,3
3979,520999,5,5
3980,521282,3,3
3981,521357,5,5
3982,521512,2,2
3983,521832,1,1
3984,521877,3,3
3985,521990,3,3
3986,522218,2,2
3987,522380,5,5
3988,522555,1,1
3989,522606,1,1
3990,522620,2,2
3991,522631,2,2
3992,522742,2,2
3993,522881,4,4
3994,522910,3,3
3995,522937,2,2
3996,523005,2,2
3997,523380,3,3
3998,523384,2,2
3999,523454,2,2
4000,523565,1,1
4001,523653,5,5
4002,523799,2,2
4003,523812,3,3
4004,524029,1,1
4005,524032,3,3
4006,524039,3,3
4007,524159,4,4
4008,524313,2,2
4009,524462,2,2
4010,524675,5,5
4011,524756,2,2
4012,524778,6,6
4013,524894,1,1
4014,524902,2,2
4015,524949,3,3
4016,524950,1,1
4017,525241,2,2
4018,525252,1,1
4019,525411,4,4
4020,525473,1,1
4021,525513,3,3
4022,525557,3,3
4023,525567,2,2
4024,525708,1,1
4025,525828,6,6
4026,526081,5,5
4027,526239,5,5
4028,526318,4,4
4029,526394,2,2
4030,526505,1,1
4031,526670,2,2
4032,526940,1,1
4033,526979,3,3
4034,527033,5,5
4035,527062,1,1
4036,527128,1,1
4037,527175,1,1
4038,527183,1,1
4039,527330,1,1
4040,527349,3,3
4041,527668,3,3
4042,527840,4,4
4043,527902,1,1
4044,528221,5,5
4045,528274,2,2
4046,528308,5,5
4047,528424,5,5
4048,528563,2,2
4049,529232,2,2
4050,529478,3,3
4051,529525,2,2
4052,529554,2,2
4053,529583,2,2
4054,529585,3,3
4055,529916,5,5
4056,529950,6,6
4057,529983,5,5
4058,530426,5,5
4059,530464,2,2
4060,530509,2,2
4061,531069,2,2
4062,531668,4,4
4063,531943,4,4
4064,531977,1,1
4065,531980,3,4
4066,532104,4,4
4067,532223,4,4
4068,532417,2,2
4069,532592,2,2
4070,532841,1,1
4071,532944,2,2
4072,533079,1,1
4073,533121,2,2
4074,533198,4,4
4075,533399,1,1
4076,533529,2,2
4077,533609,3,3
4078,533709,2,2
4079,533762,1,1
4080,533806,3,3
4081,534342,1,1
4082,534456,2,2
4083,534500,1,1
4084,534607,1,1
4085,534628,1,1
4086,534871,3,3
4087,534956,3,3
4088,535287,3,3
4089,535331,1,1
4090,535581,3,3
4091,535630,2,2
4092,535782,2,2
4093,536047,3,3
4094,536287,2,2
4095,536577,1,1
4096,536694,5,5
4097,537024,4,4
4098,537131,5,5
4099,537445,1,1
4100,537617,3,3
4101,537831,5,5
4102,538133,3,3
4103,538460,5,5
4104,538478,2,2
4105,538488,5,5
4106,538677,3,3
4107,538690,5,5
4108,538708,1,1
4109,538716,2,2
4110,538747,1,1
4111,538874,4,4
4112,538975,1,1
4113,539499,1,1
4114,539699,2,2
4115,539749,3,3
4116,540004,3,3
4117,540015,4,4
4118,540065,2,2
4119,540067,3,3
4120,540167,1,1
4121,540249,2,2
4122,540265,2,2
4123,540494,1,1
4124,540726,2,2
4125,541045,5,5
4126,541105,2,2
4127,541299,4,4
4128,541325,4,4
4129,541452,4,4
4130,541473,4,4
4131,541592,5,5
4132,541688,2,2
4133,541902,4,4
4134,542484,2,2
4135,542808,1,1
4136,542849,2,2
4137,542882,6,5
4138,542932,6,6
4139,543231,1,1
4140,543544,1,1
4141,543689,2,2
4142,543728,2,2
4143,543803,4,3
4144,543863,1,2
4145,544013,4,4
4146,544072,3,3
4147,544085,3,3
4148,544365,1,1
4149,544450,2,2
4150,544521,4,4
4151,544626,4,4
4152,544767,4,4
4153,544897,4,4
4154,545002,2,2
4155,545013,4,4
4156,545028,1,1
4157,545108,5,5
4158,545128,4,4
4159,545415,4,4
4160,545616,2,2
4161,545742,5,5
4162,545767,4,4
4163,546362,4,4
4164,546409,4,4
4165,546504,3,4
4166,546639,1,1
4167,546804,1,1
4168,547033,1,1
4169,547280,3,3
4170,547302,2,2
4171,547335,2,2
4172,547489,6,6
4173,547514,2,2
4174,548398,3,3
4175,548890,1,1
4176,548925,1,1
4177,548931,1,1
4178,548994,5,5
4179,549016,5,5
4180,549020,2,2
4181,549181,1,1
4182,549542,3,3
4183,549577,3,3
4184,549594,1,1
4185,549818,2,2
4186,549918,5,5
4187,549993,2,2
4188,550173,4,4
4189,550321,4,4
4190,550639,3,3
4191,550762,1,1
4192,550791,3,3
4193,550811,4,4
4194,550908,6,6
4195,551053,1,1
4196,551239,4,4
4197,551390,4,4
4198,551553,2,2
4199,551573,1,1
4200,551711,3,3
4201,551887,3,3
4202,551929,3,3
4203,552023,3,3
4204,552351,1,1
4205,552400,2,2
4206,552921,5,5
4207,552962,1,1
4208,553056,4,4
4209,553092,4,4
4210,553133,1,1
4211,553623,3,3
4212,553676,3,3
4213,553740,1,1
4214,553801,2,2
4215,553897,2,2
4216,553933,4,4
4217,553934,2,2
4218,553983,4,4
4219,554020,1,1
4220,554042,2,2
4221,554094,2,2
4222,554225,6,6
4223,554229,1,1
4224,554253,3,3
4225,554342,2,2
4226,555112,1,1
4227,555792,1,1
4228,555794,1,1
4229,555815,2,2
4230,556203,2,2
4231,556457,4,4
4232,556895,5,5
4233,556972,3,3
4234,556984,2,2
4235,557479,2,2
4236,557508,1,1
4237,557534,2,2
4238,557603,1,1
4239,557681,3,3
4240,557825,3,3
4241,558118,5,5
4242,558170,2,2
4243,558231,2,2
4244,558260,2,2
4245,558298,3,3
4246,558406,5,5
4247,558458,4,4
4248,558670,2,2
4249,558818,3,3
4250,558847,4,4
4251,558972,3,3
4252,559399,2,2
4253,559494,1,1
4254,559617,4,4
4255,559703,1,1
4256,559839,2,2
4257,559919,2,2
4258,560021,6,6
4259,560125,3,3
4260,560159,2,2
4261,560219,4,4
4262,560222,4,4
4263,560253,5,5
4264,560496,1,1
4265,560567,6,6
4266,560574,6,6
4267,560654,4,4
4268,561623,2,2
4269,561691,2,2
4270,561965,3,3
4271,561966,1,1
4272,562171,4,4
4273,562182,4,4
4274,562230,1,1
4275,562460,4,4
4276,562656,3,3
4277,562844,2,2
4278,562845,6,6
4279,562922,4,4
4280,563043,2,2
4281,563067,2,2
4282,563203,5,5
4283,563744,2,2
4284,563760,1,1
4285,564176,1,1
4286,564178,4,4
4287,564312,4,4
4288,564381,4,4
4289,564440,5,4
4290,564660,2,2
4291,564687,4,4
4292,564756,1,1
4293,564794,1,1
